datetime,Power,arrivalHour,isLowArrivalHour,dayOfWeek,monthOfYear,H-6,isoDay_std,isoDay_sum
2021-01-03 11:15:00-08:00,0.0,11,False,6,1,2.612427345416409,30.079511960179314,2123.702379052196
2021-01-03 11:30:00-08:00,0.0,11,False,6,1,2.842170943040401e-14,30.079511960179314,2123.702379052196
2021-01-03 11:45:00-08:00,0.0,11,False,6,1,1.9521509860807524,30.079511960179314,2123.702379052196
2021-01-03 12:00:00-08:00,0.0,12,False,6,1,3.904301972161448,30.079511960179314,2123.702379052196
2021-01-03 12:15:00-08:00,0.0,12,False,6,1,3.904301972161448,30.079511960179314,2123.702379052196
2021-01-03 12:30:00-08:00,0.0,12,False,6,1,3.904301972161448,30.079511960179314,2123.702379052196
2021-01-03 12:45:00-08:00,0.0,12,False,6,1,1.952150986080724,30.079511960179314,2123.702379052196
2021-01-03 13:00:00-08:00,0.0,13,False,6,1,0.0,30.079511960179314,2123.702379052196
2021-01-03 13:15:00-08:00,3.3145433424042543,13,False,6,1,2.842170943040401e-14,30.079511960179314,2123.702379052196
2021-01-03 13:30:00-08:00,3.3145433424042543,13,False,6,1,2.842170943040401e-14,30.079511960179314,2123.702379052196
2021-01-03 13:45:00-08:00,3.3145433424042543,13,False,6,1,2.842170943040401e-14,30.079511960179314,2123.702379052196
2021-01-03 14:00:00-08:00,11.012718079555816,14,False,6,1,2.842170943040401e-14,30.079511960179314,2123.702379052196
2021-01-03 14:15:00-08:00,23.917118354174026,14,False,6,1,2.842170943040401e-14,30.079511960179314,2123.702379052196
2021-01-03 14:30:00-08:00,18.46747393733648,14,False,6,1,2.842170943040401e-14,30.079511960179314,2123.702379052196
2021-01-03 14:45:00-08:00,17.302758543215287,14,False,6,1,2.842170943040401e-14,30.079511960179314,2123.702379052196
2021-01-03 15:00:00-08:00,20.197968425229952,15,False,6,1,2.842170943040401e-14,30.079511960179314,2123.702379052196
2021-01-03 15:15:00-08:00,28.25604984285721,15,False,6,1,2.842170943040401e-14,30.079511960179314,2123.702379052196
2021-01-03 15:30:00-08:00,28.303983285441245,15,False,6,1,2.842170943040401e-14,30.079511960179314,2123.702379052196
2021-01-03 15:45:00-08:00,26.725511921785795,15,False,6,1,2.842170943040401e-14,30.079511960179314,2123.702379052196
2021-01-03 16:00:00-08:00,46.63498573192637,16,False,6,1,2.842170943040401e-14,30.079511960179314,2123.702379052196
2021-01-03 16:15:00-08:00,56.7861270062707,16,False,6,1,0.0,30.079511960179314,2123.702379052196
2021-01-03 16:30:00-08:00,64.9916690820487,16,False,6,1,0.0,30.079511960179314,2123.702379052196
2021-01-03 16:45:00-08:00,61.90301933464728,16,False,6,1,0.0,30.079511960179314,2123.702379052196
