powerkW,datetime,temp,dirRad,diffRad,wind,solarTime,cosZenith,monthOfYear,isDaylight,isoDay_std,isoDay_sum
0.0,2021-05-27 23:45:00-07:00,22.0,0.0,0.0,23.1,10.666666666666666,-0.4477074738876488,5,False,27.723714767011177,2135.6159992000003
0.0,2021-05-28 00:00:00-07:00,21.9,0.0,0.0,22.3,-13.1,-0.46257321715984034,5,False,28.127408506911806,2271.7439988
0.0,2021-05-28 00:15:00-07:00,21.7,0.0,0.0,22.0,-12.85,-0.4744676759434754,5,False,28.127408506911806,2271.7439988
0.0,2021-05-28 00:30:00-07:00,21.5,0.0,0.0,21.6,-12.6,-0.4833401539148501,5,False,28.127408506911806,2271.7439988
0.0,2021-05-28 00:45:00-07:00,21.3,0.0,0.0,21.6,-12.35,-0.4891528193352966,5,False,28.127408506911806,2271.7439988
0.0,2021-05-28 01:00:00-07:00,21.1,0.0,0.0,20.9,-12.1,-0.49188088052413786,5,False,28.127408506911806,2271.7439988
0.0,2021-05-28 01:15:00-07:00,21.0,0.0,0.0,19.8,-11.85,-0.4915126996747343,5,False,28.127408506911806,2271.7439988
0.0,2021-05-28 01:30:00-07:00,21.0,0.0,0.0,18.0,-11.6,-0.48804984584707495,5,False,28.127408506911806,2271.7439988
0.0,2021-05-28 01:45:00-07:00,21.0,0.0,0.0,16.6,-11.35,-0.48150708748633037,5,False,28.127408506911806,2271.7439988
0.0,2021-05-28 02:00:00-07:00,20.9,0.0,0.0,15.2,-11.1,-0.4719123244177245,5,False,28.127408506911806,2271.7439988
0.0,2021-05-28 02:15:00-07:00,20.7,0.0,0.0,14.6,-10.85,-0.4593064588821794,5,False,28.127408506911806,2271.7439988
0.0,2021-05-28 02:30:00-07:00,20.5,0.0,0.0,14.1,-10.6,-0.44374320462762956,5,False,28.127408506911806,2271.7439988
0.0,2021-05-28 02:45:00-07:00,20.4,0.0,0.0,13.7,-10.35,-0.4252888320181437,5,False,28.127408506911806,2271.7439988
0.0,2021-05-28 03:00:00-07:00,20.0,0.0,0.0,12.9,-10.1,-0.4040218452072236,5,False,28.127408506911806,2271.7439988
0.0,2021-05-28 03:15:00-07:00,19.2,0.0,0.0,11.0,-9.85,-0.38003258374080884,5,False,28.127408506911806,2271.7439988
0.0,2021-05-28 03:30:00-07:00,18.2,0.0,0.0,8.9,-9.6,-0.35342273350038333,5,False,28.127408506911806,2271.7439988
0.0,2021-05-28 03:45:00-07:00,17.4,0.0,0.0,7.7,-9.35,-0.32430471632289115,5,False,28.127408506911806,2271.7439988
0.0,2021-05-28 04:00:00-07:00,16.7,0.0,0.0,7.4,-9.1,-0.29280089294633727,5,False,28.127408506911806,2271.7439988
0.0,2021-05-28 04:15:00-07:00,16.4,0.0,0.0,7.9,-8.85,-0.25904243023532564,5,False,28.127408506911806,2271.7439988
0.0,2021-05-28 04:30:00-07:00,16.4,0.0,0.0,9.0,-8.6,-0.2231674606923102,5,False,28.127408506911806,2271.7439988
0.0,2021-05-28 04:45:00-07:00,16.5,0.0,0.0,10.2,-8.35,-0.18531748488758007,5,False,28.127408506911806,2271.7439988
0.0,2021-05-28 05:00:00-07:00,16.5,0.0,0.0,11.4,-8.1,-0.14562850649326733,5,False,28.127408506911806,2271.7439988
0.0,2021-05-28 05:15:00-07:00,16.3,0.0,0.0,12.2,-7.85,-0.10420177281299123,5,False,28.127408506911806,2271.7439988
0.0,2021-05-28 05:30:00-07:00,16.1,0.0,0.0,12.8,-7.6,-0.060953706785412315,5,False,28.127408506911806,2271.7439988
0.064,2021-05-28 05:45:00-07:00,15.9,0.0,0.0,13.2,-7.35,-0.013328267812847636,5,True,28.127408506911806,2271.7439988
0.64,2021-05-28 06:00:00-07:00,15.9,0.0,1.0,13.7,-7.1,0.031781019955643156,5,True,28.127408506911806,2271.7439988
0.96,2021-05-28 06:15:00-07:00,15.9,13.0,10.0,13.6,-6.85,0.0752119766098337,5,True,28.127408506911806,2271.7439988
0.0,2021-05-28 06:30:00-07:00,16.0,37.0,27.0,13.5,-6.6,0.12063434464801313,5,True,28.127408506911806,2271.7439988
0.0,2021-05-28 06:45:00-07:00,16.2,68.0,44.0,13.5,-6.35,0.16701378049667903,5,True,28.127408506911806,2271.7439988
0.0,2021-05-28 07:00:00-07:00,16.5,103.0,56.0,13.4,-6.1,0.21389313795142348,5,True,28.127408506911806,2271.7439988
0.0,2021-05-28 07:15:00-07:00,16.7,142.0,61.0,13.3,-5.85,0.2609661239193348,5,True,28.127408506911806,2271.7439988
1.728,2021-05-28 07:30:00-07:00,17.0,184.0,63.0,13.3,-5.6,0.30798161954546227,5,True,28.127408506911806,2271.7439988
8.831999999999997,2021-05-28 07:45:00-07:00,17.4,228.0,68.0,13.3,-5.35,0.3547126796053069,5,True,28.127408506911806,2271.7439988
14.272,2021-05-28 08:00:00-07:00,17.9,268.0,77.0,13.0,-5.1,0.40094478009023143,5,True,28.127408506911806,2271.7439988
19.136,2021-05-28 08:15:00-07:00,18.2,307.0,87.0,12.6,-4.85,0.44647126953790994,5,True,28.127408506911806,2271.7439988
23.68,2021-05-28 08:30:00-07:00,18.8,347.0,96.0,11.9,-4.6,0.49109168519311475,5,True,28.127408506911806,2271.7439988
28.480000000000004,2021-05-28 08:45:00-07:00,19.2,389.0,103.0,11.3,-4.35,0.5346113056436802,5,True,28.127408506911806,2271.7439988
